country,country_code,year,population,gdp_per_capita,households_expenditure_per_capita,cost_healthy_diet,Yearly_cost_healthy_diet,percentage,category
Suriname                        ,SUR,2018,575987.0,6938.1,3972.85,5.223,1880.3,27.10107954627347,Medium
Suriname                        ,SUR,2019,581363.0,6853.7,3972.85,5.336,1921.0,28.02865605439398,Medium
Suriname                        ,SUR,2020,586634.0,4916.6,3972.85,5.739,2066.0,42.02090875808485,Expensive
Sweden                          ,SWE,2017,10057698.0,53791.5,24592.5,3.086,1111.0,2.0653820770939646,Very Cheap
Sweden                          ,SWE,2018,10175214.0,54589.1,24945.7,3.164,1139.0,2.0864971212201704,Very Cheap
Sweden                          ,SWE,2019,10278887.0,51939.4,23340.7,3.154,1135.4,2.186009079812243,Very Cheap
Sweden                          ,SWE,2020,10353442.0,52300.2,22939.8,3.339,1202.0,2.2982703699029834,Very Cheap
Switzerland                     ,CHE,2017,8451840.0,83352.1,43890.0,2.523,908.3,1.0897145962729191,Very Cheap
Switzerland                     ,CHE,2018,8514329.0,86388.4,44706.3,2.591,932.8,1.0797745993675076,Very Cheap
Switzerland                     ,CHE,2019,8575280.0,85334.5,44113.0,2.563,922.7,1.0812742794532106,Very Cheap
Switzerland                     ,CHE,2020,8636561.0,87100.4,44401.0,2.659,957.2,1.098961658040606,Very Cheap
Tajikistan                      ,TJK,2017,8880270.0,848.7,682.7,3.027,1089.7,128.39637092023094,Very Expensive
Tajikistan                      ,TJK,2018,9100847.0,853.2,652.0,3.119,1122.8,131.59868729488983,Very Expensive
Tajikistan                      ,TJK,2019,9321023.0,890.5,679.0,3.433,1235.9,138.7871982032566,Very Expensive
Tajikistan                      ,TJK,2020,9537642.0,852.8,661.8,3.48,1252.8,146.90431519699814,Very Expensive
Tanzania                        ,TZA,2017,54660345.0,1004.9,579.9,2.598,935.3,93.0739377052443,Very Expensive
Tanzania                        ,TZA,2018,56313444.0,1042.8,606.1,2.648,953.3,91.41733793632528,Very Expensive
Tanzania                        ,TZA,2019,58005461.0,1085.9,617.1,2.681,965.2,88.88479602173312,Very Expensive
Tanzania                        ,TZA,2020,59734213.0,1076.5,603.5,2.736,985.0,91.50023223409195,Very Expensive
Thailand                        ,THA,2017,69209817.0,6593.8,3226.4,3.971,1429.6,21.68097303527556,Medium
Thailand                        ,THA,2018,69428454.0,7298.9,3568.3,4.042,1455.1,19.93588074915398,Cheap
Thailand                        ,THA,2019,69625581.0,7814.4,3888.8,4.181,1505.2,19.261875511875516,Cheap
Thailand                        ,THA,2020,69799978.0,7158.8,3800.6,4.321,1555.6,21.729898865731684,Medium
Trinidad and Tobago             ,TTO,2017,1384060.0,16747.9,3972.85,3.928,1414.1,8.443446641071418,Very Cheap
Trinidad and Tobago             ,TTO,2018,1389841.0,17139.2,3972.85,4.028,1450.1,8.460721620612397,Very Cheap
Trinidad and Tobago             ,TTO,2019,1394969.0,17123.1,3972.85,4.083,1469.9,8.584310084038522,Very Cheap
Trinidad and Tobago             ,TTO,2020,1399491.0,15285.9,3972.85,4.224,1520.6,9.947729607023465,Very Cheap
Tunisia                         ,TUN,2017,11433438.0,3687.8,2657.3,3.476,1251.4,33.9335104940615,Expensive
Tunisia                         ,TUN,2018,11565203.0,3690.9,2640.8,3.559,1281.2,34.712400769460025,Expensive
Tunisia                         ,TUN,2019,11694721.0,3571.9,2570.3,3.628,1306.1,36.565973291525516,Expensive
Tunisia                         ,TUN,2020,11818618.0,3597.2,2660.3,3.639,1310.0,36.41721338819082,Expensive
Turks and Caicos Islands        ,TCA,2017,37116.0,27545.1,3972.85,2.809,1011.2,3.6710703537108236,Very Cheap
Turks and Caicos Islands        ,TCA,2018,37667.0,29553.1,3972.85,2.897,1042.9,3.5289022133041885,Very Cheap
Turks and Caicos Islands        ,TCA,2019,38194.0,31350.9,3972.85,2.973,1070.3,3.413937079956237,Very Cheap
Turks and Caicos Islands        ,TCA,2020,38718.0,23879.9,3972.85,3.095,1114.2,4.665848684458478,Very Cheap
Uganda                          ,UGA,2017,41166588.0,746.8,529.4,2.749,989.6,132.5120514193894,Very Expensive
Uganda                          ,UGA,2018,42729032.0,770.6,557.2,2.712,976.3,126.69348559563976,Very Expensive
Uganda                          ,UGA,2019,44269587.0,798.6,568.4,2.678,964.1,120.72376659153518,Very Expensive
Uganda                          ,UGA,2020,45741000.0,822.0,585.7,2.658,956.9,116.4111922141119,Very Expensive
United Arab Emirates            ,ARE,2017,9487206.0,40644.8,15163.3,2.755,991.8,2.44016454749439,Very Cheap
United Arab Emirates            ,ARE,2018,9630966.0,43839.3,16791.3,2.835,1020.6,2.3280481212063147,Very Cheap
United Arab Emirates            ,ARE,2019,9770526.0,42701.4,16766.7,2.902,1044.7,2.4465240015549843,Very Cheap
United Arab Emirates            ,ARE,2020,9890400.0,36284.6,14194.1,3.111,1120.0,3.0867089619287524,Very Cheap
United Kingdom                  ,GBR,2017,66058859.0,40857.8,26355.2,1.822,655.9,1.6053238304558737,Very Cheap
United Kingdom                  ,GBR,2018,66460344.0,43647.0,28349.7,1.873,674.3,1.5448942653561526,Very Cheap
United Kingdom                  ,GBR,2019,66836327.0,43070.5,27673.9,1.881,677.2,1.5723058706074926,Very Cheap
United Kingdom                  ,GBR,2020,67081000.0,41098.1,25029.9,1.912,688.3,1.6747732863563034,Very Cheap
United States                   ,USA,2017,325122128.0,59914.8,40720.4,3.225,1161.0,1.9377516072823409,Very Cheap
United States                   ,USA,2018,326838199.0,62805.3,42570.1,3.24,1166.4,1.8571681052395261,Very Cheap
United States                   ,USA,2019,328329953.0,65094.8,43945.7,3.268,1176.5,1.8073640290775912,Very Cheap
United States                   ,USA,2020,331501080.0,63027.7,42375.6,3.383,1217.9,1.932324993613919,Very Cheap
Uruguay                         ,URY,2017,3436645.0,18690.9,3972.85,3.073,1106.3,5.918923112316688,Very Cheap
Uruguay                         ,URY,2018,3449290.0,18703.9,3972.85,3.17,1141.2,6.101401312025834,Very Cheap
Uruguay                         ,URY,2019,3461731.0,17688.0,3972.85,3.254,1171.4,6.622568973315242,Very Cheap
Uruguay                         ,URY,2020,3473727.0,15418.8,3972.85,3.414,1229.0,7.970788907048538,Very Cheap
Vietnam                         ,VNM,2017,94600643.0,2974.1,3972.85,3.586,1291.0,43.40808984230524,Expensive
Vietnam                         ,VNM,2018,95545959.0,3230.9,3972.85,3.663,1318.7,40.8152527159615,Expensive
Vietnam                         ,VNM,2019,96462108.0,3425.1,3972.85,3.776,1359.4,39.68935213570407,Expensive
Vietnam                         ,VNM,2020,97338583.0,3526.3,3972.85,4.072,1465.9,41.570484643961095,Expensive
World                           ,OWID_WRL,2017,7519371102.0,10825.9,6122.3,3.314,1193.0,11.01986901781838,Cheap
World                           ,OWID_WRL,2018,7602716232.0,11366.1,6377.8,3.35,1206.0,10.61049964367725,Cheap
World                           ,OWID_WRL,2019,7683806444.0,11407.5,6418.8,3.425,1233.0,10.808678500986193,Cheap
World                           ,OWID_WRL,2020,7763932702.0,10936.1,6048.2,3.537,1273.3,11.643090315560391,Cheap
Zambia                          ,ZMB,2017,16853608.0,1535.2,721.3,3.085,1110.6,72.34236581552891,Very Expensive
Zambia                          ,ZMB,2018,17351714.0,1516.4,681.9,3.15,1134.0,74.78237931944078,Very Expensive
Zambia                          ,ZMB,2019,17861034.0,1305.0,551.3,3.245,1168.2,89.51724137931035,Very Expensive
Zambia                          ,ZMB,2020,18383956.0,985.1,379.1,3.3,1188.0,120.59689371637397,Very Expensive
Zimbabwe                        ,ZWE,2017,14236599.0,1235.2,980.3,3.456,1244.2,100.72862694300517,Very Expensive
